      Offset 
           0
         128
         212
         296
         508
         592
         676
         760
         856
         940
        1036
        1120
        1204
        1288
        1392
        1480
        1564
        1636
        1716
        1800
        1884
        1956
        2040
        2124
        2208
        2292
        2368
        2444
        2520
        2604
        2688
        2772
        2848
        2932
        3016
        3100
        3192
        3288
        3368
        3444
        3528
        3612
        3696
        3780
        3864
        3940
        4016
        4092
        4176
        4260
        4260
        4260
        4600
        4684
        4768
        4852
        4936
        5020
        5104
        5188
        5280
        5372
        5456
        5668
        5748
        5840
        5924
        6008
        6092
        6196
        6280
        6368
        6456
        6536
        6640
        6724
        6808
        6892
        6976
        7060
        7144
        7220
        7296
        7380
        7484
        7568
        7644
        7728
        7812
        7896
        7980
        8064
        8148
        8232
        8312
        8396
        8480
        8596
        8680
        8760
        8840
        8920
        9000
        9084
        9160
        9240
        9324
        9404
        9488
        9608
        9692
        9776
        9860
        9936
       10020
       10104
       10188
       10292
       10376
       10460
       10572
       10648
       10648
       10648
       10988
       11072
       11156
       11240
       11452
       11536
       11620
       11708
       11792
       11876
       11960
       12044
       12132
       12216
       12300
       12384
       12468
       12560
       12644
       12728
       12812
       12896
       12980
       13068
       13180
       13264
       13360
       13444
       13528
       13612
       13696
       13780
       13860
       13964
       14044
       14128
       14212
       14292
       14372
       14456
       14540
       14624
       14708
       14792
       14876
       14960
       15044
       15128
       15240
       15324
       15408
       15492
       15576
       15660
       15744
       15828
       15912
       15996
       16080
       16164
       16244
       16348
       16432
       16516
       16516
       16516
       16856
       16940
       17024
       17108
       17320
       17404
       17488
       17576
       17660
       17744
       17828
       17912
       18000
       18084
       18168
       18252
       18336
       18428
       18512
       18596
       18680
       18764
       18848
       18936
       19048
       19132
       19228
       19312
       19396
       19480
       19564
       19648
       19728
       19832
       19912
       19996
       20080
       20160
       20240
       20324
       20408
       20492
       20576
       20660
       20744
       20828
       20912
       20996
       21108
       21192
       21276
       21360
       21444
       21528
       21612
       21696
       21780
       21864
       21948
       22032
       22112
       22216
       22300
       22384
       22384
       22384
       22724
       22804
       23016
       23096
       23176
       23256
       23360
       23572
       23676
       23780
       23860
       23932
       24144
       24232
       24320
       24400
       24400
       24400
       24736
       24816
       24896
       24980
       25192
       25272
       25344
       25432
       25520
       25732
       25816
       25900
       25984
       26068
       26152
       26232
       26312
       26524
       26604
       26692
       26772
       26860
       26940
       27152
       27244
       27456
       27536
       27616
       27696
       27768
       27848
       27936
       28048
       28152
       28232
       28232
       28232
       28628
       28836
       28924
       29136
       29216
       29296
       29376
       29456
       29668
       29740
       29820
       29900
       29980
       30192
       30268
       30348
       30432
       30516
       30728
       30808
       30884
       30972
       31052
       31132
       31220
       31432
       31504
       31584
       31796
       31900
       31980
       32060
       32144
       32228
       32316
       32396
       32484
       32564
       32776
       32864
       32944
       33016
       33016
       33016
       33472
       33608
       33704
       33784
       33996
       34076
       34156
       34236
       34448
       34536
       34624
       34704
       34792
       34896
       34984
       35068
       35152
       35236
       35320
       35392
       35472
       35560
       35648
       35760
       35872
       35960
       36072
       36160
       36372
       36452
       36532
       36612
       36824
       36904
       36992
       37072
       37160
       37248
       37328
       37404
       37484
       37564
       37644
       37644
       37644
       37980
       38076
       38160
       38244
       38328
       38412
       38492
       38572
       38784
       38856
       39068
       39148
       39228
       39308
       39388
       39472
       39568
       39656
       39736
       39948
       40028
       40108
       40320
       40392
       40476
       40560
       40644
       40728
       40832
       40936
       41016
       41228
       41308
       41388
       41468
       41548
       41652
       41740
       41828
       41940
       42052
       42140
       42288
       42412
       42624
       42624
       42624
       42984
       43196
       43332
       43544
       43624
       43712
       43784
       43872
       43960
       44044
       44124
       44204
       44284
       44388
       44476
       44556
       44636
       44740
       44820
       44924
       45004
       45108
       45188
       45400
       45536
       45616
       45720
       45800
       46012
       46092
       46180
       46260
       46348
       46428
       46508
       46596
       46676
       46764
       46868
       46980
       47060
       47140
       47140
       47140
       47608
       47812
       47900
       48112
       48192
       48296
       48384
       48520
       48624
       48708
       48792
       48876
       48960
       49036
       49248
       49320
       49396
       49472
       49552
       49632
       49844
       49924
       50008
       50092
       50180
       50268
       50348
       50436
       50516
       50728
       50808
       50888
       50968
       51048
       51152
       51256
       51336
       51416
       51520
       51660
       51660
       51660
       52032
       52128
       52212
       52296
       52380
       52464
       52552
       52632
       52704
       52916
       53128
       53208
       53288
       53376
       53464
       53552
       53664
       53776
       53864
       53976
       54064
       54152
       54232
       54320
       54400
       54480
       54568
       54824
       54904
       54984
       55196
       55408
       55496
       55600
       55684
       55768
       55852
       55936
       56008
       56112
       56112
       56112
       56448
       56544
       56624
       56712
       56792
       57004
       57076
       57148
       57260
       57348
       57428
       57508
       57588
       57800
       57888
       58000
       58088
       58172
       58256
       58368
       58456
       58552
       58756
       58844
       58924
       59012
       59092
       59172
       59384
       59464
       59544
       59640
       59916
       60020
       60100
       60180
       60260
       60340
       60420
       60500
       60596
       60800
       61004
       61208
       61304
       61376
       61472
       61472
       61472
       61940
       62044
       62124
       62336
       62420
       62632
       62720
       62792
       62880
       62968
       63052
       63140
       63268
       63404
       63540
       63676
       63812
       63892
       63972
       64108
       64244
       64328
       64412
       64492
       64596
       64700
       64784
       64856
       65068
       65280
       65368
       65456
       65568
       65680
       65768
       65880
       65968
       66048
       66124
       66204
       66280
       66356
       66432
       66508
       66588
       66668
       66668
       66668
       67004
       67080
       67156
       67232
       67308
       67392
       67472
       67560
       67772
       67860
       67944
       68156
       68260
       68344
       68420
       68492
       68572
       68660
       68736
       68812
       68896
       68984
       69088
       69176
       69264
       69348
       69432
       69516
       69604
       69688
       69772
       69900
       69976
       70056
       70268
       70480
       70564
       70648
       70732
       70816
       70896
       70976
       70976
       70976
       71312
       71408
       71484
       71572
       71648
       71724
       71800
       71876
       71964
       72100
       72176
       72264
       72400
       72488
       72568
       72780
       72992
       73080
       73160
       73240
       73320
       73392
       73480
       73568
       73648
       73732
       73836
       73912
       74016
       74100
       74176
       74264
       74352
       74432
       74512
       74592
       74680
       74760
       74844
       74928
       75012
       75148
       75236
       75348
       75452
       75532
       75612
       75612
       75612
       75948
       76036
       76116
       76192
       76276
       76380
       76584
       76796
       77008
       77088
       77168
       77372
