      Offset 
       77576
       77680
       77768
       77904
       78000
       78072
       78208
       78296
       78380
       78460
       78540
       78620
       78700
       78780
       78856
       79068
       79280
       79364
       79448
       79652
       79736
       79816
       79952
       80032
       80112
       80184
       80260
       80340
       80552
       80552
       80552
       81008
       81088
       81172
       81384
       81596
       81680
       81764
       81840
       81928
       82008
       82144
       82232
       82316
       82420
       82500
       82580
       82828
       82932
       83020
       83108
       83192
       83280
       83364
       83576
       83788
       83868
       83948
       84020
       84100
       84176
       84256
       84344
       84428
       84512
       84640
       84728
       84808
       84884
       84972
       85052
       85132
       85212
       85212
       85212
       85572
       85652
       85748
       85960
       86048
       86128
       86332
       86544
       86624
       86704
       86776
       86864
       87076
       87156
       87236
       87316
       87528
       87724
       87828
       87916
       88004
       88084
       88168
       88252
       88340
       88420
       88632
       88712
       88792
       88872
       88960
       89032
       89244
       89348
       89544
       89624
       89704
       89784
       89996
       90100
       90172
       90384
       90384
       90384
       90716
       90796
       90880
       90960
       91040
       91136
       91224
       91472
       91556
       91652
       91856
       91984
       92064
       92148
       92232
       92316
       92396
       92476
       92564
       92652
       92736
       92808
       92912
       92988
       93184
       93272
       93352
       93440
       93520
       93600
       93680
       93760
       93848
       93932
       94012
       94092
       94176
       94260
       94344
       94424
       94508
       94584
       94780
       94852
       94924
       95004
       95092
       95172
       95252
       95332
       95412
       95492
       95572
       95676
       95816
       95816
       95816
       96188
       96268
       96344
       96420
       96532
       96668
       96756
       96840
       96928
       97008
       97088
       97164
       97248
       97332
       97416
       97488
       97568
       97644
       97732
       97812
       97900
       97980
       98060
       98140
       98224
       98308
       98392
       98496
       98580
       98664
       98740
       98828
       98900
       98988
       99068
       99148
       99228
       99312
       99396
       99524
       99596
       99700
       99780
       99860
       99940
      100024
      100108
      100192
      100276
      100352
      100352
      100352
      100688
      100784
      100888
      100992
      101072
      101152
      101240
      101328
      101440
      101520
      101608
      101696
      101776
      101924
      102048
      102196
      102320
      102400
      102480
      102564
      102648
      102728
      102812
      102896
      102972
      103060
      103136
      103212
      103324
      103400
      103472
      103552
      103640
      103728
      103808
      103896
      103976
      104056
      104136
      104224
      104312
      104424
      104536
      104624
      104772
      104896
      104896
      104896
      105232
      105320
      105400
      105488
      105568
      105664
      105752
      105832
      105912
      105992
      106080
      106168
      106252
      106336
      106440
      106516
      106592
      106676
      106760
      106840
      106920
      107000
      107104
      107180
      107260
      107336
      107584
      107664
      107736
      107816
      107896
      107976
      108064
      108144
      108228
      108312
      108396
      108476
      108556
      108644
      108732
      108812
      108940
      109016
      109092
      109172
      109260
      109344
      109420
      109676
      109748
      109852
      109924
      110000
      110080
      110168
      110248
      110248
