  sMeanPktSz 
    0.000000
   64.000000
   64.000000
    0.000000
   64.000000
   64.000000
   64.000000
    0.000000
   64.000000
    0.000000
   64.000000
    0.000000
   64.000000
  718.000000
  370.000000
   64.000000
   64.000000
  698.000000
   64.000000
    0.000000
  485.000000
   64.000000
   64.000000
   64.000000
   64.000000
   60.000000
   60.000000
   60.000000
   64.000000
   64.000000
   64.000000
   60.000000
   64.000000
   64.000000
   64.000000
    0.000000
    0.000000
  217.000000
   60.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   60.000000
   60.000000
   60.000000
   64.000000
   64.000000
   64.000000
    0.000000
    0.000000
   64.000000
   64.000000
   64.000000
   64.000000
    0.000000
    0.000000
    0.000000
    0.000000
    0.000000
    0.000000
    0.000000
  698.000000
    0.000000
   64.000000
   64.000000
   64.000000
  718.000000
    0.000000
    0.000000
    0.000000
   82.000000
  102.000000
   64.000000
   64.000000
   64.000000
   64.000000
    0.000000
   64.000000
   60.000000
   60.000000
   64.000000
  103.000000
   64.000000
   60.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
  208.000000
   64.000000
   64.000000
  152.000000
   64.000000
  217.000000
  217.000000
  217.000000
  216.000000
   64.000000
   60.000000
  217.000000
   64.000000
  216.000000
   64.000000
   86.000000
   64.000000
   64.000000
   64.000000
   60.000000
   64.000000
   64.000000
   64.000000
  164.000000
   64.000000
   64.000000
  120.000000
   60.000000
   64.000000
    0.000000
    0.000000
   64.000000
   64.000000
   64.000000
    0.000000
   60.000000
   64.000000
    0.000000
   64.000000
   64.000000
   64.000000
   64.000000
   92.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   75.000000
    0.000000
   64.000000
    0.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
  698.000000
  165.000000
  590.000000
   64.000000
   64.000000
  217.000000
  217.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
  120.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   92.000000
  103.000000
   64.000000
   64.000000
   64.000000
    0.000000
    0.000000
   64.000000
   64.000000
   64.000000
    0.000000
   60.000000
   64.000000
    0.000000
   64.000000
   64.000000
   64.000000
   64.000000
   92.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   75.000000
    0.000000
   64.000000
    0.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
  698.000000
  165.000000
  590.000000
   64.000000
   64.000000
  217.000000
  217.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
  120.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   64.000000
   92.000000
  103.000000
   64.000000
   64.000000
   64.000000
    0.000000
    0.000000
   92.000000
    0.000000
    0.000000
  215.000000
   74.000000
  157.000000
    0.000000
  145.000000
  181.000000
    0.000000
   60.000000
    0.000000
    0.000000
    0.000000
   60.000000
   60.000000
    0.000000
    0.000000
   60.000000
   60.000000
    0.000000
    0.000000
